gan'zhi'gan 乾之乾：道陟石阪，胡言连蹇。译喑且聋，莫使道通。请谒不行，求事无功。
jie'zhi'song 节之讼：云龙集会，征讨西戎。招边定众，谁敢当锋。
jie'zhi'shi 节之师：春多膏泽，夏润优渥。稼穑成熟，亩获百斛。
jie'zhi'bi 节之比：童妾独宿，长女未室，利无所得。
jie'zhi'xiao'xu 节之小畜：四乱不安，东西为患。退止我足，无出邦域。乃得全完，赖其生福。
jie'zhi'lv 节之履：长宁履福，安我百国。嘉宾上堂，与季同床。
jie'zhi'tai 节之泰：骐驎绿耳，章明造父。伯夙成季，共成霸功，为晋元辅。
jie'zhi'pi 节之否：张陈嘉谋，赞成汉都。主欢民喜，其乐休休。
jie'zhi'tong'ren 节之同人：大面长颈，未解君忧。
jie'zhi'da'you 节之大有：畏昏不行，待旦昭明。燎猎受福，老赖其庆。
jie'zhi'qian 节之谦：伯去我东，首发如蓬。长夜不寐，忧系心胸。
jie'zhi'yu 节之豫：朽条腐索，不堪施用。安静候时，以待亲知。
jie'zhi'sui 节之随：比目四翼，相倚为福。姜氏季氏，与君合德。
jie'zhi'gu 节之蛊：履阶升墀，高登崔嵬。福禄洋溢，依天之威。
jie'zhi'lin 节之临：奢淫爱啬，神所不福。灵祗凭怒，鬼障其室。
jie'zhi'guan 节之观：大步小车，南到喜家。送我豹裘，与福载来。
jie'zhi'ke'shi 节之噬嗑：东行西步，失次后舍。与彼作期，不觉至夜。乾侯野井，昭君失居。
jie'zhi'ben 节之贲：喜乐拚跃，来迎名家。鹊巢百两，获利养福。
jie'zhi'bo 节之剥：非理后来，谁肯相与？往而不获，徒劳道路。
jie'zhi'fu 节之复：北虏匈奴，数侵边境。
jie'zhi'wu'wang 节之无妄：征不以礼，辞乃无名。纵获臣子，伯功不成。
jie'zhi'da'xu 节之大畜：景星照堂，麟游凤翔。仁施大行，颂声作兴。
jie'zhi'yi 节之颐：文明之世，销锋铸耜。以道顺民，百王不易。
jie'zhi'da'guo 节之大过：鸟飞无羽，鸡鬭折距。徒自长嗟，谁肯为侣？
jie'zhi'kan 节之坎：群队虎狼，啮彼牛羊。道路不通，妨农害商。
jie'zhi'li 节之离：商伯沉醉，庶兄奔走。淫女荡夫，仁德并孤。
jie'zhi'xian 节之咸：三狸搏鼠，遮遏前后。当此之时，不能脱走。
jie'zhi'heng 节之恒：陶叔孔圉，不处乱国。初虽未萌，后受福庆。
jie'zhi'dun 节之遯：奋翅鼓翼，翱翔外国。逍遥北域，不入温室。
jie'zhi'da'zhaung 节之大壮：德音孔博，升在王室。八极蒙佑，受其福禄。
jie'zhi'jin 节之晋：当变立权，掷解患难。霍然冰释，大国以安。
jie'zhi'ming'yi 节之明夷：羽动角甘，雨续草木，茂年岁熟。
jie'zhi'jia'ren 节之家人：天所佑助，福来祸去，君王何忧？
jie'zhi'kui 节之睽：方啄宣口，圣智仁厚。释解倒悬，唐国大安。
jie'zhi'jian 节之蹇：葛藟蒙棘，华不得实。谗佞乱政，使恩壅塞。
jie'zhi'jie 节之解：皇母多恩，字养孝孙。脱于襁褓，成就为君。
jie'zhi'sun 节之损：积冰不温，北陆苦寒。露宿多风，君子伤心。
jie'zhi'yi 节之益：伯夷叔齐，贞廉之师。以德防患，忧祸不存。
jie'zhi'kuai 节之夬：一雌二雄，子不知公。乱我族类，使吾心愤。
jie'zhi'gou 节之姤：主安多福，天禄所伏。居之宠昌，君子有光。
jie'zhi'cui 节之萃：千岁槐根，利多斧瘢。树维枯屈，枝叶不出。
jie'zhi'sheng 节之升：周师伐纣，胜殷牧野。甲子平旦，天下大喜。
jie'zhi'kun 节之困：日走月步，趍不同舍。夫妻反目，主君失居。
jie'zhi'jing 节之井：宣发龙叔，为王主国。安土成稷，天下蒙福。
jie'zhi'ge 节之革：讽德诵功，周美盛隆。惠旦辅成，光济冲人。
jie'zhi'ding 节之鼎：三夜不寝，忧来益甚。戒以危惧，弃其安居。
jie'zhi'zhen 节之震：恩愿所之，乃今逢时。洗濯故忧，拜其欢来。
jie'zhi'gen 节之艮：噂噂嗫嗫，夜行昼伏。谋议我资，来窃吾室。
jie'zhi'jian 节之渐：騂牛亡子，鸣于大野。申复阴徵，还归其母，说以除悔。
jie'zhi'gui'mei 节之归妹：王良善御，伯乐知马。周旋步趋，行中规矩。止息有节，延命寿考。
jie'zhi'feng 节之丰：释然远咎，避患害早。田获三狐，以贝为宝。
jie'zhi'lv 节之旅：仁兽所处，国无凶咎。市贾十倍，复归惠里。
jie'zhi'xun 节之巽：六目俱视，各欲有志。心意不同，乖戾生讼。
jie'zhi'dui 节之兑：傅说王良，骖御四龙。周径万里，无有危凶。
jie'zhi'huan 节之涣：仲伯季叔，日暮寝寐。醉醒失明，丧其贝囊，卧拜道旁。
jie'zhi'zhong'fu 节之中孚：江有宝珠，海多大鱼。亟行疾至，所以得财。
jie'zhi'xiao'guo 节之小过：远视千里，不见所持。离娄之明，无益于耳。
jie'zhi'ji'ji 节之既济：弱足刖跟，不利出门。市贾无嬴，折亡为患。
jie'zhi'wei'ji 节之未济：利尽得媒，时不我来。鸣雌深涉，寡宿独居。
zhong'fu'zhi'zhong'fu 中孚之中孚：乌鸟嘻嘻，天火将下。燔我屋室，灾及妃后。
zhong'fu'zhi'gan 中孚之乾：黄虹之野，贤君所在。管仲为相，国无灾咎。
zhong'fu'zhi'kun 中孚之坤：符左契右，梁叔有若。相与合齿，乾坤利贞。乳生六子，长大成就，抛吾如母。
zhong'fu'zhi'tun 中孚之屯：蝗啮我稻，驱不可去。实穗无有，但见空藁。
zhong'fu'zhi'meng 中孚之蒙：婴孩求乳，母归其子，黄麑悦喜。
zhong'fu'zhi'xu 中孚之需：折若蔽目，不见稚叔。失旅亡民，远去家室。
zhong'fu'zhi'song 中孚之讼：?羊肥首，君子不饱。年饥孔荒，士民危殆。
zhong'fu'zhi'shi 中孚之师：灵龟陆处，盘桓失所。伊子退耕，桀乱无辅。
zhong'fu'zhi'bi 中孚之比：威约拘囚，为人所诬。皋陶平理，几得脱免。
zhong'fu'zhi'xiao'xu 中孚之小畜：乌升鹊举，照临东海。厖降庭坚，为陶叔后。封于英六，福履绥厚。
zhong'fu'zhi'lv 中孚之履：四目相视，稍近同轨。日昳之后，见吾伯姊。
zhong'fu'zhi'tai 中孚之泰：大步上车，南到喜家。送我狐裘，与福载来。
zhong'fu'zhi'pi 中孚之否：卒都和合，未敢面见。媒妁无良，使我不香。
zhong'fu'zhi'tong'ren 中孚之同人：鸿飞循陆，公出不复，伯氏客宿。
zhong'fu'zhi'da'you 中孚之大有：代戍失期，患生无聊。惧以发难，为我开基，邦国忧愁。
zhong'fu'zhi'qian 中孚之谦：齐鲁争言，战于龙门。构怨结祸，三世不安。
zhong'fu'zhi'yu 中孚之豫：周政养贱，背生人足。陆行不安，国危为患。
zhong'fu'zhi'sui 中孚之随：蜩螗欢翘，草木嘉茂。百果蕃生，日益多有。
zhong'fu'zhi'gu 中孚之蛊：薄灾暴虐，风吹云却。欲上不得，复归其宅。
zhong'fu'zhi'lin 中孚之临：乘骝驾骊，游至东齐。遭遇行旅，逆我以资，厚得利归。
zhong'fu'zhi'guan 中孚之观：凤生七子，同巢共乳，欢悦相保。
zhong'fu'zhi'ke'shi 中孚之噬嗑：桃雀窃脂，巢于小枝。摇动不安，为风所吹。心寒漂摇，常忧殆危。
zhong'fu'zhi'ben 中孚之贲：东山西山，各自止安。虽相登望，竟未同堂。
zhong'fu'zhi'bo 中孚之剥：匍伏走出，惊惧皇恐。白虎生孙，蓐收在后。
zhong'fu'zhi'fu 中孚之复：重弋射隼，不知所定。质疑蓍龟，明神祭报。告以肥牡，宜利止居。
zhong'fu'zhi'wu'wang 中孚之无妄：开门内福，喜至我侧。嘉门善祥，为吾室宅。宫城洛邑，以招文德。
zhong'fu'zhi'da'xu 中孚之大畜：乌飞狐鸣，国乱不宁。下强上弱，为阴所刑。
zhong'fu'zhi'yi 中孚之颐：三鸡啄粟，八雏从食。饥鸢卒击，失亡两叔。
zhong'fu'zhi'da'guo 中孚之大过：叹息不悦，忧从中出。丧我金婴，无妄失位。
zhong'fu'zhi'kan 中孚之坎：刚柔相呼，三姓为家。霜降既同，惠我以仁。
zhong'fu'zhi'li 中孚之离：送我季女，至于荡道。齐子旦夕，留连久处。
zhong'fu'zhi'xian 中孚之咸：低头窃视，有所遇避。行作不利，酒酸鱼馁，众莫贪嗜。
zhong'fu'zhi'heng 中孚之恒：典策法书，藏阁兰台。虽遭乱溃，独不遇灾。
zhong'fu'zhi'dun 中孚之遯：旦醉病酒，暮多瘳愈，不反为咎。
zhong'fu'zhi'da'zhuang 中孚之大壮：画龙头颈，文章未成。甘言美语，说辞无名。
zhong'fu'zhi'jin 中孚之晋：日月运行，一寒一暑。荣宠赫赫，不可得保。颠踬殒坠，更为士伍。
zhong'fu'zhi'ming'yi 中孚之明夷：争利王市，朝多君子。苏氏六国，获其荣宠。
zhong'fu'zhi'jia'ren 中孚之家人：六蛇奔走，俱入茂草。惊于长涂，畏惧啄口。
zhong'fu'zhi'kui 中孚之睽：悬貆素餐，食非其任。失舆剥庐，休坐徙居。
zhong'fu'zhi'jian 中孚之蹇：欢欣九子，俱见大喜。携提福善，王孙是富。
Zhong'fu'zhi'jie 中孚之解：伯夷叔齐，贞廉之师。以德防患，忧祸不存。
zhong'fu'zhi'sun 中孚之损：雄圣伏名，人匿麟惊。走凤飞北，乱溃未息。
zhong'fu'zhi'yi 中孚之益：久鳏无偶，思配织女。求其非望，自令寡处。
zhong'fu'zhi'kuai 中孚之夬：破亡之国，天所不福，难以止息。
zhong'fu'zhi'gou 中孚之姤：老慵多郤，弊政为贼。阿房骊山，子婴失国。
zhong'fu'zhi'cui 中孚之萃：三羖六?，相随俱行。迷入空泽，遥涉虎庐。为所伤贼，死于牙腹。
zhong'fu'zhi'sheng 中孚之升：嗫嗫处惧，昧冥相抟。多言少实，语无成事。
zhong'fu'zhi'kun 中孚之困：武阳渐离，击筑善歌。慕丹之义，为燕助轲。阴谋不遂，霍自死亡，功名贾施。
zhong'fu'zhi'jing 中孚之井：尹氏伯奇，父子分离。无罪被辜，长舌为灾。
zhong'fu'zhi'ge 中孚之革：五精乱行，政逆皇恩。汤武赫怒，共伐我域。
zhong'fu'zhi'ding 中孚之鼎：西历玉山，东入玉门。登上福堂，饮万岁浆。
zhong'fu'zhi'zhen 中孚之震：行触夫忌，与司命牾。执囚束缚，拘制于吏，幽人有喜。
zhong'fu'zhi'gen 中孚之艮：机父不贤，朝多谗臣。君失其政，保家久贫。
zhong'fu'zhi'jian 中孚之渐：三人俱行，北求大?。长孟病足，请季负囊。柳下之贞，不失我粮。
zhong'fu'zhi'gui'mei 中孚之归妺：鹊思其雄，欲随凤东。顺理羽翼，出次须日。中留北邑，复归其室。
zhong'fu'zhi'feng 中孚之丰：常得自如，不逢祸灾。
zhong'fu'zhi'lv 中孚之旅：白鹄游望，君子以宁。履德不愆，福禄来成。
zhong'fu'zhi'xun 中孚之巽：肤敏之德，发愤晨食。虏豹擒说，为王得福。
zhong'fu'zhi'dui 中孚之兑：百足俱行，相辅为强。三圣翼事，国富民康。
zhong'fu'zhi'huan 中孚之涣：生不逢时，困且多忧。年衰老极，中心悲愁。
zhong'fu'zhi'jie 中孚之节：出门蹉跌，看道后旅。买羊逸亡，取物逃走。空手握拳，坐恨相咎。
zhong'fu'zhi'xiao'guo 中孚之小过：牧羊稻田，闻虎喧欢。畏惧惕息，终无祸患。
zhong'fu'zhi'ji'ji 中孚之既济：龙潜凤北，其子变服，阴孽萌作。
zhong'fu'zhi'wei'ji 中孚之未济：国无比邻，相与争强。纷纷匈匈，天下扰忧。
xiao'guo'zhi'xiao'guo 小过之小过：初虽惊惶，后反无伤，受其福庆。
xiao'guo'zhi'gan 小过之乾：积德累仁，灵佑顺信，福祉日增。
xiao'guo'zhi'kun 小过之坤：谨慎重言，不幸遭患。周邵述职，脱免牢开。
xiao'guo'zhi'tun 小过之屯：鸟飞鼓翼，喜乐尧德。虞夏美功，要荒宾服。
xiao'guo'zhi'meng 小过之蒙：牙孽生齿，室堂启户。幽人利贞，鼓翼起舞。
xiao'guo'zhi'xu 小过之需：使伯东求，拒不肯行。与叔争讼，更相毁伤。
xiao'guo'zhi'song 小过之讼：手足易处，头尾颠倒。公为雌妪，乱其蚕织。
xiao'guo'zhi'shi 小过之师：匠卿操斧，豫章危殆。袍衣脱剥，禄命讫已。
xiao'guo'zhi'bi 小过之比：天女踞床，不成文章。南箕无舌，饭多砂糠。虚象盗名，雌雄折颈。
xiao'guo'zhi'xiao'xu 小过之小畜：大椎破毂，长舌乱国。墙茨之言，三世不安。
xiao'guo'zhi'lv 小过之履：衘命辱使，不堪厥事。中坠落去，更为负载。
xiao'guo'zhi'tai 小过之泰：三虵共室，同类相得。甘露时降，生我百谷。
xiao'guo'zhi'pi 小过之否：衣绣夜游，与君相逢。除患解惑，使我不忧。
xiao'guo'zhi'tong'ren 小过之同人：被发兽心，难与为邻。来如风云，去如绝弦，为狼所残。
Xiao'guo'zhi'da'you 小过之大有：刚柔相呼，二姓为家。霜降既同，惠我以仁。
xiao'guo'zhi'qian 小过之谦：牛耳聋聩，不晓齐味。委以鼎俎，治乱愦愦。
xiao'guo'zhi'yu 小过之豫：低头窃视，有所畏避。行作不利，酒酢鱼馁，众莫贪嗜。
xiao'guo'zhi'sui 小过之随：雨师娶妇，黄岩季子。成礼既婚，相呼南上，膏我下土，年岁大有。
xiao'guo'zhi'gu 小过之蛊：戴盆望天，不见星辰。顾小失大，遁逃墙外。
xiao'guo'zhi'lin 小过之临：二人辇车，徙去其家。井沸釜鸣，不可以居。
xiao'guo'zhi'guan 小过之观：攘臂反肘，怒不可二。佷戾腹心，无以为市。
xiao'guo'zhi'ke'shi 小过之噬嗑：汤世之忧，转解喜来。
xiao'guo'zhi'ben 小过之贲：忠信辅成，王政不倾。公刘肇举，文武绥之。
xiao'guo'zhi'bo 小过之剥：登高斩木，顿踬陷险。车倾马疲，伯叔吁嗟。
xiao'guo'zhi'fu 小过之复：桑方陨落，黄败其叶。失势倾侧，如无所立。
xiao'guo'zhi'wu'wang 小过之无妄：鸾凤翱翔，集于喜国。念我伯姊，与母相得。
xiao'guo'zhi'da'xu 小过之大畜：阴淫所居，盈溢过度，伤害禾稼。
xiao'guo'zhi'yi 小过之颐：霄冥高山，道险峻难。王孙罢极，困于阪间。
xiao'guo'zhi'da'guo 小过之大过：和璧隋珠，为火所烧。冥昧失明，夺精无光，弃于道傍。
xiao'guo'zhi'kan 小过之坎：虞君好神，惠我老亲。恭承宗庙，虽愠不去，复我内事。
xiao'guo'zhi'li 小过之离：爪牙之夫，怨毒祈父。转忧与己，伤不及母。
xiao'guo'zhi'xian 小过之咸：仓盈庾亿，宜稼黍稷，年岁有息。
xiao'guo'zhi'heng 小过之恒：窗牖户房，通利光明。贤智辅圣，仁德大行。家给人足，海内殷昌。
xiao'guo'zhi'dun 小过之遯：切切之患，凶重忧荐，为虎所吞。
xiao'guo'zhi'da'zhaung 小过之大壮：水无鱼池，陆为海涯。君子失居，小人相携。
xiao'guo'zhi'jin 小过之晋：九疑郁林，沮湿不中。鸾凤所恶，君子攸去。
xiao'guo'zhi'ming'yi 小过之明夷：六翮况飞，走归不及。脱归王室，亡其騂特。
xiao'guo'zhi'jia'ren 小过之家人：不直庄公，与我争讼。媒伯无礼，自令塞壅。
xiao'guo'zhi'kui 小过之睽：仓庾多亿，宋公危殆。吴子巢门，殒命失所。
xiao'guo'zhi'jian 小过之蹇：失羊捕牛，无损无忧。
xiao'guo'zhi'jie 小过之解：夏麦麸?，霜击其芒。疾君败国，使我诛伤。
xiao'guo'zhi'sun 小过之损：昧昧暗暗，不知白黑。风雨乱扰，光明伏匿，幽王失国。
xiao'guo'zhi'yi 小过之益：执斧破薪，使媒求妇。和合二姓，亲迎斯须。色比毛嫱，姑翁悦喜。
xiao'guo'zhi'kuai 小过之夬：六疾生狂，痴走妄行。北入患门，与祸为邻。
xiao'guo'zhi'gou 小过之姤：驱羊就群，佷不肯前。庆季愎谏，子之被患。
xiao'guo'zhi'cui 小过之萃：二人异路，东趍西步。十里之外，不相知处。
xiao'guo'zhi'sheng 小过之升：义不胜情，以欲自营。覩利危躬，折角摧颈。
xiao'guo'zhi'kun 小过之困：骚骚扰扰，不安其类。疾在颈项，凶危为忧。
xiao'guo'zhi'jing 小过之井：三河俱合，水怒涌跃。坏我王屋，民困于食。
xiao'guo'zhi'ge 小过之革：阳曜旱疾，伤病稼穑，农人无食。
xiao'guo'zhi'ding 小过之鼎：流浮出食，载劵入屋。释鞍系马，西南庑下。
xiao'guo'zhi'zhen 小过之震：门户之居，可以止舍。进仕不殆，安乐相保。
xiao'guo'zhi'gen 小过之艮：过时不归，雌雄苦悲。徘徊外国，与母分离。
xiao'guo'zhi'jian 小过之渐：中田有庐，强塲有瓜。献进皇祖，曾孙寿考。
xiao'guo'zhi'gui'mei 小过之归妺：失恃无友，嘉福出走，傫如丧狗。
xiao'guo'zhi'feng 小过之丰：反鼻岐头，三寡独居。
xiao'guo'zhi'lv 小过之旅：衣裳颠倒，为王来呼。成就东周，封受大福。
xiao'guo'zhi'xun 小过之巽：飞不远去，还归故处，兴事多悔。
xiao'guo'zhi'dui 小过之兑：含血走禽，不晓五音。匏巴鼓瑟，不悦于心。
xiao'guo'zhi'huan 小过之涣：求玉获石，非心所欲，祝愿不得。
xiao'guo'zhi'jie 小过之节：山崩谷绝，大福尽歇。泾渭失纪，玉石既已。
xiao'guo'zhi'zhong'fu 小过之中孚：杂目惧怒，不安其居。散涣府藏，无有利得。
xiao'guo'zhi'ji'ji 小过之既济：众邪充侧，凤凰折翼。微子复北，去其邦国。
xiao'guo'zhi'wei'ji 小过之未济：六月采芑，征伐无道。张仲方叔，克敌饮酒。
ji'ji'zhi'ji'ji 既济之既济：玄兔指掌，与足相恃。谨讯诘问，诬情自直。冤死谁告，口为身祸。
ji'ji'zhi'gan 既济之乾：游驹石门，騄耳安全。受福西邻，归邑玉泉。
